pillar,module,topic,slug,title,inferred_archetype,confidence_band
P10,cloud-native,multi-region-architecture,multi-region-architecture-active-active-active-passive-tradeoffs,"Multi-Region Architecture: Active-Passive vs Active-Active, Data Strategies, Trade-offs",B,medium
P10,cloud-native,scenario-based,cloud-bill-reduction-500k-month-40-percent-slo-safe,Scenario: Cutting a $500K/month AWS Bill 40% in 90 Days Without Breaking SLOs,D,high
P10,gcp,gcp-compute-and-deployment,deploy-spring-boot-app-cloud-run,Deploying a Spring Boot Application to Google Cloud Run,A,medium
P10,gcp,gcp-compute-and-deployment,gke-vs-cloud-run-java-apps,GKE vs Cloud Run: Choosing the Right Platform for Java Applications,B,medium
P10,gcp,gcp-core-services,bigquery-java-query,Google BigQuery Explained and Java Query Examples,A,medium
P10,gcp,gcp-core-services,cloud-spanner-vs-cloud-sql,Cloud Spanner vs Cloud SQL: When to Use Each,E,high
P10,gcp,gcp-core-services,core-gcp-services-java-backend-developer,Core GCP Services for Java Backend Developers,A,medium
P10,gcp,gcp-messaging,google-cloud-pubsub-with-spring,Integrating Google Cloud Pub/Sub with Spring Boot,A,medium
P10,gcp,gcp-observability,monitor-java-applications-gcp-cloud-monitoring,Monitoring Java Applications on GCP with Cloud Monitoring,A,medium
P10,gcp,gcp-security-and-iam,gcp-iam-authentication-spring-boot,Implementing GCP IAM Authentication in Spring Boot,A,medium
P10,gcp,gcp-security-and-iam,gcp-secret-manager-spring-boot,Integrating GCP Secret Manager with Spring Boot,A,medium
P10,gcp,gcp-storage-and-data,gcp-cloud-storage-java-application,Using Google Cloud Storage in Java Applications,A,medium
P11,observability,alerting,alerting-strategy-slos-slas-error-budgets-java-services,"Alerting Strategy: SLOs, SLAs, and Error Budgets for Java Services",A,medium
P11,observability,apm-tools,four-golden-signals-red-use-methodologies,"Four Golden Signals, RED, USE: Monitoring Methodologies",A,medium
P11,observability,apm-tools,opentelemetry-fundamentals-spring-boot,OpenTelemetry Fundamentals + Spring Boot Integration,A,medium
P11,observability,comparisons,datadog-vs-new-relic-vs-dynatrace-vs-grafana,"APM Comparison: Datadog, New Relic, Dynatrace, Grafana Cloud",B,high
P11,observability,comparisons,prometheus-vs-cloudwatch-vs-datadog-metrics,Metrics Backends: Prometheus vs CloudWatch vs Datadog,B,high
P11,observability,distributed-log-aggregation,kubernetes-log-aggregation,Log Aggregation in Kubernetes for Java Apps,A,medium
P11,observability,distributed-log-aggregation,log-aggregation-elk-stack-elasticsearch-logstash-kibana,Log Aggregation with the ELK Stack for Java Services,A,medium
P11,observability,distributed-tracing,distributed-tracing-spring-cloud-sleuth-zipkin-jaeger,Distributed Tracing with Spring Cloud Sleuth and Zipkin/Jaeger,A,medium
P11,observability,distributed-tracing,opentelemetry-vs-micrometer-vs-sleuth-comparison,OpenTelemetry vs Micrometer vs Spring Sleuth — Choosing the Right Library,B,medium
P11,observability,distributed-tracing,production-debugging-distributed-traces-latency-bottlenecks,Production Debugging with Distributed Traces — Finding Latency Bottlenecks,A,medium
P11,observability,health-checks-and-probes,health-checks-vs-readiness-checks-actuator-health,Health Checks vs Readiness Checks — What to Expose on /actuator/health,B,medium
P11,observability,metrics-and-micrometer,micrometer-counters-timers-gauges-spring-boot,"Micrometer Metrics: Counters, Timers, and Gauges in Spring Boot",A,medium
P11,observability,metrics-and-micrometer,three-pillars-observability-metrics-logs-traces,"Three Pillars of Observability: Metrics, Logs, and Traces",A,medium
P11,observability,prometheus-and-grafana,grafana-dashboards-spring-boot-service-health,Grafana Dashboards for Spring Boot Service Health,A,medium
P11,observability,prometheus-and-grafana,spring-boot-actuator-prometheus-metrics-setup,Spring Boot Actuator + Prometheus Metrics Setup,A,medium
P11,observability,scenario-based,finding-missing-traces-instrumentation-gap,Debugging Missing Traces and Instrumentation Gaps,D,high
P11,observability,scenario-based,p99-latency-spike-debug-walkthrough,Debugging a P99 Latency Spike with Observability Tools,D,high
P11,observability,structured-logging,log-levels-when-to-use-each,"Log Levels: TRACE, DEBUG, INFO, WARN, ERROR",D,medium
P11,observability,structured-logging,slf4j-logback-structured-logging-spring-boot,Structured Logging with SLF4J and Logback in Spring Boot,A,medium
P11,observability,structured-logging,structured-logging-logback-correlation-ids,Structured Logging with Logback and Correlation IDs,A,medium
P11,production-sre,capacity-planning,capacity-planning-backend-service,Capacity Planning for a Backend Service,D,high
P11,production-sre,chaos-engineering,chaos-engineering-what-is-it-how-to-apply,Chaos Engineering: What It Is and How to Apply It,D,high
P11,production-sre,incident-management,incident-severity-levels-slo-error-budget,"Incident Severity, SLOs, Error Budgets",D,high
P11,production-sre,incident-response,incident-response-process-icm-roles,Incident Response Process: Page to Resolution,D,high
P11,production-sre,memory-leaks,reduce-java-application-memory-footprint,Reducing Java Application Memory Footprint,D,high
P11,production-sre,on-call,on-call-rotation-best-practices,"On-Call Rotation: Design, Fairness, Burnout Prevention",G,high
P11,production-sre,performance-troubleshooting,async-processing-improve-api-response-time-java,Implementing Async Processing to Improve API Response Time,D,high
P11,production-sre,performance-troubleshooting,common-spring-boot-performance-anti-patterns,Common Spring Boot Performance Anti-Patterns,D,high
P11,production-sre,performance-troubleshooting,connection-pooling-improve-database-performance-java,Using Connection Pooling to Improve Database Performance,D,high
P11,production-sre,performance-troubleshooting,diagnose-and-fix-slow-database-query-spring-boot,Diagnosing and Fixing Slow Database Queries in Spring Boot,D,high
P11,production-sre,performance-troubleshooting,how-to-benchmark-java-code-with-jmh,Benchmarking Java Code with JMH,D,high
P11,production-sre,performance-troubleshooting,how-to-profile-java-application-performance-bottlenecks,Profiling a Java Application to Find Performance Bottlenecks,D,high
P11,production-sre,performance-troubleshooting,how-to-size-thread-pools-for-optimal-throughput,Sizing Thread Pools for Optimal Throughput,D,high
P11,production-sre,performance-troubleshooting,latency-vs-throughput-optimization-java,Latency vs Throughput: Definitions and Optimization Strategies,B,medium
P11,production-sre,performance-troubleshooting,optimize-json-serialization-deserialization-java,Optimizing JSON Serialization and Deserialization in Java,D,high
P11,production-sre,postmortems,blameless-postmortem-template-process,"Blameless Postmortem: Template, Process, Culture",D,high
P11,production-sre,root-cause-analysis,root-cause-analysis-techniques-systems-thinking,Root Cause Analysis: Beyond 5 Whys to Systems Thinking,D,high
P11,production-sre,runbooks,production-incident-runbook-and-process,Handling Production Incidents: Runbook and Process,D,high
P11,production-sre,scenario-based,blue-green-vs-canary-deployment-difference,Blue-Green vs Canary Deployment: Key Differences,B,medium
P11,production-sre,scenario-based,database-schema-migrations-production-flyway-liquibase,Managing Database Schema Migrations in Production with Flyway and Liquibase,D,high
P11,production-sre,scenario-based,what-is-cache-stampede-how-to-prevent-it,Cache Stampede: What It Is and How to Prevent It,D,high
P11,production-sre,sre-practices,circuit-breaker-pattern-production-java,Circuit Breaker Pattern in Production Java Services,D,high
P11,production-sre,sre-practices,how-to-implement-feature-flag-system,Implementing a Feature Flag System,D,high
P11,production-sre,sre-practices,key-health-checks-production-java-app,Key Health Checks Every Production Java App Should Have,D,high
P11,production-sre,sre-practices,sre-vs-devops-difference,SRE vs DevOps: What They Are and How They Differ,B,medium
P11,production-sre,sre-practices,zero-downtime-deployments-spring-boot,Implementing Zero-Downtime Deployments for Spring Boot,D,high
P12,behavioral,career-growth,learn-new-technology-quickly,Learning a New Technology Under Deadline,G,high
P12,behavioral,career-growth,stay-current-with-java-technology,Staying Current with Java and Backend Technology,G,high
P12,behavioral,delivering-under-pressure,ensure-code-quality-under-pressure,Ensuring Code Quality Under Time Pressure,G,high
P12,behavioral,delivering-under-pressure,prioritize-multiple-urgent-tasks,Prioritizing Multiple Urgent Tasks,G,high
P12,behavioral,failure-and-learning,project-failure-and-lessons-learned,Project Failure and Lessons Learned,G,high
P12,behavioral,star-method,debug-complex-production-issue,Debugging a Complex Production Issue,G,high
P12,engineering-practices,technical-debt,identifying-prioritizing-paying-down-technical-debt,"Technical Debt: Identification, Prioritization, and Payback Strategies",G,high
P12,engineering-practices,technical-documentation,technical-documentation-engineering-teams-strategy,"Technical Documentation Strategy: Diataxis, Docs-as-Code, Runbooks, Onboarding",G,high
P12,engineering-practices,technical-leadership,advocate-for-technical-debt,Advocating for Technical Debt Reduction,G,high
P12,engineering-practices,technical-leadership,approach-code-reviews,Approach to Code Reviews,G,high
P12,engineering-practices,technical-leadership,end-to-end-project-ownership,Taking End-to-End Project Ownership,G,high
P12,engineering-practices,technical-leadership,improve-system-performance,Significantly Improving System Performance,G,high
P12,engineering-practices,technical-leadership,mentor-junior-developer,Mentoring a Junior Developer,G,high
